Source Name	Characteristics [Organism]	Description	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
GSE3218GSM72432	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Yolk Sac, Embryonal Carcinoma)	GSE3218GSM72432 sample	P-G3218-2	GSE3218GSM72432 extract	total_RNA	P-G3218-1	GSE3218GSM72432 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 299A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 299A 2	GSM72432.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72327	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from adrenal gland metastasis (same patient as 303B). mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72327 sample	P-G3218-2	GSE3218GSM72327 extract	total_RNA	P-G3218-1	GSE3218GSM72327 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 303B 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 303B 1	GSM72327.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72500	Homo sapiens	pooled normal testis control:  pooled testis specimen (consists of equal amounts of norm1B1, norm1B2, norm1B3, norm1B4, and norm1C10). normal testis	GSE3218GSM72500 sample	P-G3218-3	GSE3218GSM72500 extract	total_RNA	P-G3218-1	GSE3218GSM72500 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls NormPool 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls NormPool 2	GSM72500.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72321	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Teratoma)	GSE3218GSM72321 sample	P-G3218-2	GSE3218GSM72321 extract	total_RNA	P-G3218-1	GSE3218GSM72321 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 268A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 268A 1	GSM72321.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72391	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72391 sample	P-G3218-3	GSE3218GSM72391 extract	total_RNA	P-G3218-1	GSE3218GSM72391 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls Norm1B4 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B4 1	GSM72391.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72303	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from testis (same patient as 208B). mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma)	GSE3218GSM72303 sample	P-G3218-2	GSE3218GSM72303 extract	total_RNA	P-G3218-1	GSE3218GSM72303 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 208A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 208A 1	GSM72303.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72291	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72291 sample	P-G3218-2	GSE3218GSM72291 extract	total_RNA	P-G3218-1	GSE3218GSM72291 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 177B 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 177B 1	GSM72291.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72470	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72470 sample	P-G3218-2	GSE3218GSM72470 extract	total_RNA	P-G3218-1	GSE3218GSM72470 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 526A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 526A 2	GSM72470.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72334	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, syncytiotrophoblasts)	GSE3218GSM72334 sample	P-G3218-2	GSE3218GSM72334 extract	total_RNA	P-G3218-1	GSE3218GSM72334 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 372B 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 372B 1	GSM72334.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72349	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72349 sample	P-G3218-2	GSE3218GSM72349 extract	total_RNA	P-G3218-1	GSE3218GSM72349 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 435A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 435A 1	GSM72349.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72399	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Teratoma, Embryonal Carcinoma)	GSE3218GSM72399 sample	P-G3218-2	GSE3218GSM72399 extract	total_RNA	P-G3218-1	GSE3218GSM72399 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 180A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 180A 2	GSM72399.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72337	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Choriocarcinoma, Teratoma)	GSE3218GSM72337 sample	P-G3218-2	GSE3218GSM72337 extract	total_RNA	P-G3218-1	GSE3218GSM72337 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 391A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 391A 1	GSM72337.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72444	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Choriocarcinoma, Teratoma)	GSE3218GSM72444 sample	P-G3218-2	GSE3218GSM72444 extract	total_RNA	P-G3218-1	GSE3218GSM72444 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 391A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 391A 2	GSM72444.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72484	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Seminoma, Embryonal Carcinoma)	GSE3218GSM72484 sample	P-G3218-2	GSE3218GSM72484 extract	total_RNA	P-G3218-1	GSE3218GSM72484 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 586A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 586A 2	GSM72484.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72305	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor)	GSE3218GSM72305 sample	P-G3218-2	GSE3218GSM72305 extract	total_RNA	P-G3218-1	GSE3218GSM72305 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 210A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 210A 1	GSM72305.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72299	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Yolk Sac Tumor, Teratoma, Seminoma, syncytiotrophoblasts)	GSE3218GSM72299 sample	P-G3218-2	GSE3218GSM72299 extract	total_RNA	P-G3218-1	GSE3218GSM72299 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 193A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 193A 1	GSM72299.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72302	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72302 sample	P-G3218-2	GSE3218GSM72302 extract	total_RNA	P-G3218-1	GSE3218GSM72302 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 203A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 203A 1	GSM72302.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72372	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72372 sample	P-G3218-2	GSE3218GSM72372 extract	total_RNA	P-G3218-1	GSE3218GSM72372 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 581A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 581A 1	GSM72372.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72381	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72381 sample	P-G3218-2	GSE3218GSM72381 extract	total_RNA	P-G3218-1	GSE3218GSM72381 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 594A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 594A 1	GSM72381.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72414	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Teratoma)	GSE3218GSM72414 sample	P-G3218-2	GSE3218GSM72414 extract	total_RNA	P-G3218-1	GSE3218GSM72414 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 215A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 215A 2	GSM72414.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72335	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac)	GSE3218GSM72335 sample	P-G3218-2	GSE3218GSM72335 extract	total_RNA	P-G3218-1	GSE3218GSM72335 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 373A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 373A 1	GSM72335.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72421	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (from same patient as 231A). pure GCT (Teratoma with secondary somatic malignancy)	GSE3218GSM72421 sample	P-G3218-2	GSE3218GSM72421 extract	total_RNA	P-G3218-1	GSE3218GSM72421 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	germ cell tumors (GCT) and normal controls 231B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 231B 2	GSM72421.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72326	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (same patient as 303A). pure GCT (Yolk Sac Tumor)	GSE3218GSM72326 sample	P-G3218-2	GSE3218GSM72326 extract	total_RNA	P-G3218-1	GSE3218GSM72326 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 303A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 303A 1	GSM72326.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72420	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor from retroperitoneal lymph node metastasis (from same patient as 231B). pure GCT (Teratoma)	GSE3218GSM72420 sample	P-G3218-2	GSE3218GSM72420 extract	total_RNA	P-G3218-1	GSE3218GSM72420 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 231A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 231A 2	GSM72420.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72477	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Yolk Sac Tumor)	GSE3218GSM72477 sample	P-G3218-2	GSE3218GSM72477 extract	total_RNA	P-G3218-1	GSE3218GSM72477 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 573A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 573A 2	GSM72477.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72408	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. mixed GCT (Embryonal Carcinoma, Yolk Sac Tumor, Teratoma, syncytiotrophoblasts)	GSE3218GSM72408 sample	P-G3218-2	GSE3218GSM72408 extract	total_RNA	P-G3218-1	GSE3218GSM72408 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 202A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 202A 2	GSM72408.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72342	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72342 sample	P-G3218-2	GSE3218GSM72342 extract	total_RNA	P-G3218-1	GSE3218GSM72342 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 411A 1	A-AFFY-34	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-34	P-AFFY-6	germ cell tumors (GCT) and normal controls 411A 1	GSM72342.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627155500.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72463	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Embryonal Carcinoma)	GSE3218GSM72463 sample	P-G3218-2	GSE3218GSM72463 extract	total_RNA	P-G3218-1	GSE3218GSM72463 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4_450	germ cell tumors (GCT) and normal controls 497A 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 497A 2	GSM72463.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72495	Homo sapiens	normal testis control:  Normal Testis Specimen. normal testis	GSE3218GSM72495 sample	P-G3218-3	GSE3218GSM72495 extract	total_RNA	P-G3218-1	GSE3218GSM72495 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls Norm1B1 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls Norm1B1 2	GSM72495.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
GSE3218GSM72398	Homo sapiens	germ cell tumor:  Adult Male Germ Cell Tumor. pure GCT (Seminoma)	GSE3218GSM72398 sample	P-G3218-2	GSE3218GSM72398 extract	total_RNA	P-G3218-1	GSE3218GSM72398 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	germ cell tumors (GCT) and normal controls 177B 2	A-AFFY-33	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-33	P-AFFY-6	germ cell tumors (GCT) and normal controls 177B 2	GSM72398.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.raw.2.zip	E-GEOD-3218-processed-data-1627156126.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-3218/E-GEOD-3218.processed.1.zip
